e,"# This is a sample Python script.

# Press Shift+F10 to execute it or replace it with your code.
# Press Double Shift to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(f'Hi, {name}')  # Press Ctrl+F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/
",,0,1611774420254,main.py
k,N,,205,1611774633199,task1.py
e,u,,205,1611774633401,task1.py
k,u,,206,1611774633402,task1.py
e,m,,206,1611774633617,task1.py
k,m,,207,1611774633619,task1.py
e,b,,207,1611774633853,task1.py
k,b,,208,1611774633854,task1.py
e,e,,208,1611774633974,task1.py
k,e,,209,1611774633974,task1.py
e,r,,209,1611774634068,task1.py
k,r,,210,1611774634069,task1.py
e, ,,210,1611774634172,task1.py
k, ,,211,1611774634172,task1.py
e,o,,211,1611774635360,task1.py
k,o,,212,1611774635361,task1.py
e,f,,212,1611774635452,task1.py
k,f,,213,1611774635453,task1.py
e, ,,213,1611774635521,task1.py
k, ,,214,1611774635522,task1.py
e,Y,,214,1611774635914,task1.py
k,Y,,215,1611774635914,task1.py
e,e,,215,1611774636053,task1.py
k,e,,216,1611774636054,task1.py
e,a,,216,1611774636147,task1.py
k,a,,217,1611774636147,task1.py
e,r,,217,1611774636207,task1.py
k,r,,218,1611774636208,task1.py
e,s,,218,1611774636301,task1.py
k,s,,219,1611774636301,task1.py
e,:,,219,1611774637173,task1.py
k,:,,220,1611774637174,task1.py
e, ,,220,1611774637260,task1.py
k, ,,221,1611774637261,task1.py
e,$,,221,1611774639496,task1.py
k,$,,222,1611774639497,task1.py
a,Right,,,1611774639773,task1.py
a,Right,,,1611774639948,task1.py
a,Right,,,1611774640123,task1.py
a,Right,,,1611774640322,task1.py
a,Enter,,,1611774641200,task1.py
e,"
",,225,1611774641209,task1.py
a,Enter,,,1611774652260,task1.py
e,"
",,226,1611774652270,task1.py
e,F,,227,1611774653247,task1.py
k,F,,228,1611774653247,task1.py
e,u,,228,1611774653473,task1.py
k,u,,229,1611774653481,task1.py
e,t,,229,1611774653695,task1.py
k,t,,230,1611774653702,task1.py
a,Backspace,,,1611774654393,task1.py
e,,t,229,1611774654400,task1.py
a,Backspace,,,1611774654562,task1.py
e,,u,228,1611774654568,task1.py
a,Backspace,,,1611774654730,task1.py
e,,F,227,1611774654736,task1.py
e,f,,227,1611774656874,task1.py
k,f,,228,1611774656875,task1.py
e,V,,228,1611774657204,task1.py
k,V,,229,1611774657212,task1.py
e,a,,229,1611774658142,task1.py
k,a,,230,1611774658143,task1.py
e,l,,230,1611774658217,task1.py
k,l,,231,1611774658217,task1.py
e,u,,231,1611774658352,task1.py
k,u,,232,1611774658352,task1.py
e,e,,232,1611774658444,task1.py
k,e,,233,1611774658444,task1.py
e, ,,233,1611774659000,task1.py
k, ,,234,1611774659001,task1.py
e,=,,234,1611774659192,task1.py
k,=,,235,1611774659193,task1.py
e, ,,235,1611774659329,task1.py
k, ,,236,1611774659330,task1.py
e,(,,236,1611774672401,task1.py
e,),,237,1611774672410,task1.py
k,(,,237,1611774672410,task1.py
e,a,,237,1611774674541,task1.py
k,a,,238,1611774674542,task1.py
e,m,,238,1611774674631,task1.py
k,m,,239,1611774674638,task1.py
e,o,,239,1611774674803,task1.py
k,o,,240,1611774674809,task1.py
e,u,,240,1611774674885,task1.py
k,u,,241,1611774674891,task1.py
e,n,,241,1611774675120,task1.py
k,n,,242,1611774675124,task1.py
e,t,,242,1611774675195,task1.py
k,t,,243,1611774675201,task1.py
e, ,,243,1611774676137,task1.py
k, ,,244,1611774676138,task1.py
e,*,,244,1611774677553,task1.py
k,*,,245,1611774677555,task1.py
e, ,,245,1611774677726,task1.py
k, ,,246,1611774677727,task1.py
e,(,,246,1611774679235,task1.py
e,),,248,1611774679246,task1.py
k,(,,247,1611774679246,task1.py
e,(,,246,1611774681533,task1.py
e,),,250,1611774681542,task1.py
k,(,,248,1611774681542,task1.py
e,1,,248,1611774681796,task1.py
k,1,,249,1611774681797,task1.py
e,+,,249,1611774685560,task1.py
k,+,,250,1611774685561,task1.py
a,Backspace,,,1611774692951,task1.py
e,,L,132,1611774692966,task1.py
a,Enter,,,1611774710428,task1.py
e,"
",,184,1611774710441,task1.py
e,m,,184,1611774711129,task1.py
k,m,,185,1611774711129,task1.py
e,I,,185,1611774712827,task1.py
k,I,,186,1611774712836,task1.py
e,n,,186,1611774713443,task1.py
k,n,,187,1611774713447,task1.py
e,t,,187,1611774713532,task1.py
k,t,,188,1611774713539,task1.py
e,e,,188,1611774713741,task1.py
k,e,,189,1611774713742,task1.py
e,r,,189,1611774713806,task1.py
k,r,,190,1611774713807,task1.py
e,e,,190,1611774714577,task1.py
k,e,,191,1611774714577,task1.py
e,s,,191,1611774714665,task1.py
k,s,,192,1611774714665,task1.py
e,t,,192,1611774714746,task1.py
k,t,,193,1611774714747,task1.py
a,Backspace,,,1611774715445,task1.py
e,,t,192,1611774715451,task1.py
a,Backspace,,,1611774715617,task1.py
a,Backspace,,,1611774715618,task1.py
e,,s,191,1611774715624,task1.py
a,Backspace,,,1611774715783,task1.py
a,Backspace,,,1611774715784,task1.py
e,,e,190,1611774715790,task1.py
e,e,,190,1611774716517,task1.py
k,e,,191,1611774716518,task1.py
e,s,,191,1611774716589,task1.py
k,s,,192,1611774716589,task1.py
e,t,,192,1611774716710,task1.py
k,t,,193,1611774716711,task1.py
e, ,,193,1611774717322,task1.py
k, ,,194,1611774717322,task1.py
e,=,,194,1611774717428,task1.py
k,=,,195,1611774717428,task1.py
e, ,,195,1611774717562,task1.py
k, ,,196,1611774717562,task1.py
e,i,,196,1611774722886,task1.py
k,i,,197,1611774722886,task1.py
e,n,,197,1611774722980,task1.py
k,n,,198,1611774722986,task1.py
e,t,,198,1611774723061,task1.py
k,t,,199,1611774723068,task1.py
e,e,,199,1611774723241,task1.py
k,e,,200,1611774723248,task1.py
e,r,,200,1611774723315,task1.py
k,r,,201,1611774723319,task1.py
e,e,,201,1611774723521,task1.py
k,e,,202,1611774723526,task1.py
e,s,,202,1611774723608,task1.py
k,s,,203,1611774723612,task1.py
e,t,,203,1611774723725,task1.py
k,t,,204,1611774723732,task1.py
e,/,,204,1611774724962,task1.py
k,/,,205,1611774724963,task1.py
e,1,,205,1611774725295,task1.py
k,1,,206,1611774725295,task1.py
e,2,,206,1611774725380,task1.py
k,2,,207,1611774725380,task1.py
e, ,,273,1611774736887,task1.py
k, ,,274,1611774736888,task1.py
e,m,,274,1611774737877,task1.py
k,m,,275,1611774737878,task1.py
a,Choose Lookup Item,,,1611774739144,task1.py
e,Interest,,275,1611774739161,task1.py
a,Right,,,1611774739921,task1.py
a,Right,,,1611774740218,task1.py
a,Left,,,1611774740943,task1.py
e,*,,284,1611774744523,task1.py
k,*,,285,1611774744524,task1.py
e,*,,285,1611774744680,task1.py
k,*,,286,1611774744680,task1.py
a,Enter,,,1611774756499,task1.py
e,"
",,250,1611774756514,task1.py
e,m,,249,1611774757173,task1.py
k,m,,250,1611774757173,task1.py
e,o,,250,1611774757381,task1.py
k,o,,251,1611774757387,task1.py
e,n,,251,1611774757450,task1.py
k,n,,252,1611774757457,task1.py
e,t,,252,1611774757550,task1.py
k,t,,253,1611774757550,task1.py
e,h,,253,1611774757632,task1.py
k,h,,254,1611774757633,task1.py
e,s,,254,1611774757747,task1.py
k,s,,255,1611774757748,task1.py
e, ,,255,1611774758258,task1.py
k, ,,256,1611774758258,task1.py
e,=,,256,1611774758436,task1.py
k,=,,257,1611774758437,task1.py
e, ,,257,1611774758542,task1.py
k, ,,258,1611774758543,task1.py
e,y,,258,1611774759863,task1.py
k,y,,259,1611774759863,task1.py
e,e,,259,1611774759932,task1.py
k,e,,260,1611774759937,task1.py
e,r,,260,1611774760057,task1.py
k,r,,261,1611774760063,task1.py
e,a,,261,1611774760095,task1.py
k,a,,262,1611774760095,task1.py
e,s,,262,1611774760186,task1.py
k,s,,263,1611774760186,task1.py
a,Backspace,,,1611774760956,task1.py
e,,s,262,1611774760962,task1.py
a,Backspace,,,1611774761122,task1.py
e,,a,261,1611774761129,task1.py
a,Backspace,,,1611774761308,task1.py
e,,r,260,1611774761316,task1.py
e,a,,260,1611774761874,task1.py
k,a,,261,1611774761874,task1.py
e,r,,261,1611774761940,task1.py
k,r,,262,1611774761944,task1.py
e,s,,262,1611774762058,task1.py
k,s,,263,1611774762063,task1.py
e,/,,263,1611774762924,task1.py
k,/,,264,1611774762925,task1.py
e,1,,264,1611774763057,task1.py
k,1,,265,1611774763057,task1.py
e,2,,265,1611774763137,task1.py
k,2,,266,1611774763138,task1.py
a,Left,,,1611774767433,task1.py
a,Left,,,1611774767622,task1.py
a,Backspace,,,1611774768775,task1.py
e,,/,263,1611774768788,task1.py
e,*,,263,1611774769459,task1.py
k,*,,264,1611774769459,task1.py
e,m,,304,1611774782993,task1.py
k,m,,305,1611774782993,task1.py
e,o,,305,1611774783392,task1.py
k,o,,306,1611774783398,task1.py
e,n,,306,1611774783473,task1.py
k,n,,307,1611774783479,task1.py
e,t,,307,1611774783540,task1.py
k,t,,308,1611774783544,task1.py
e,h,,308,1611774783654,task1.py
k,h,,309,1611774783658,task1.py
e,s,,309,1611774783730,task1.py
k,s,,310,1611774783736,task1.py
a,Right,,,1611774785477,task1.py
e, ,,311,1611774789396,task1.py
k, ,,312,1611774789398,task1.py
a,Left,,,1611774790429,task1.py
a,Right,,,1611774790903,task1.py
a,Right,,,1611774790904,task1.py
e,+,,312,1611774796022,task1.py
k,+,,313,1611774796023,task1.py
e, ,,313,1611774796658,task1.py
k, ,,314,1611774796659,task1.py
a,Left,,,1611774798378,task1.py
e,(,,313,1611774800424,task1.py
e,),,314,1611774800434,task1.py
k,(,,314,1611774800434,task1.py
e,a,,314,1611774804194,task1.py
k,a,,315,1611774804195,task1.py
e,m,,315,1611774804308,task1.py
k,m,,316,1611774804314,task1.py
e,o,,316,1611774804559,task1.py
k,o,,317,1611774804566,task1.py
e,u,,317,1611774804656,task1.py
k,u,,318,1611774804660,task1.py
e,n,,318,1611774804865,task1.py
k,n,,319,1611774804869,task1.py
e,t,,319,1611774804953,task1.py
k,t,,320,1611774804960,task1.py
e, ,,320,1611774806581,task1.py
k, ,,321,1611774806582,task1.py
e,*,,321,1611774810177,task1.py
k,*,,322,1611774810178,task1.py
e, ,,322,1611774812507,task1.py
k, ,,323,1611774812508,task1.py
e,(,,323,1611774813021,task1.py
e,),,325,1611774813032,task1.py
k,(,,324,1611774813033,task1.py
e,(,,323,1611774834529,task1.py
e,),,327,1611774834539,task1.py
k,(,,325,1611774834539,task1.py
e,1,,325,1611774836402,task1.py
k,1,,326,1611774836403,task1.py
e, ,,326,1611774836777,task1.py
k, ,,327,1611774836778,task1.py
e,+,,327,1611774836974,task1.py
k,+,,328,1611774836975,task1.py
e, ,,328,1611774837081,task1.py
k, ,,329,1611774837081,task1.py
e,m,,329,1611774838374,task1.py
k,m,,330,1611774838375,task1.py
e,I,,330,1611774838790,task1.py
k,I,,331,1611774838797,task1.py
e,n,,331,1611774839040,task1.py
k,n,,332,1611774839044,task1.py
e,t,,332,1611774839124,task1.py
k,t,,333,1611774839130,task1.py
e,e,,333,1611774839312,task1.py
k,e,,334,1611774839316,task1.py
e,r,,334,1611774839397,task1.py
k,r,,335,1611774839402,task1.py
e,e,,335,1611774839710,task1.py
k,e,,336,1611774839714,task1.py
e,s,,336,1611774839769,task1.py
k,s,,337,1611774839773,task1.py
e,t,,337,1611774839914,task1.py
k,t,,338,1611774839922,task1.py
e,*,,338,1611774871645,task1.py
k,*,,339,1611774871646,task1.py
e,*,,339,1611774871819,task1.py
k,*,,340,1611774871819,task1.py
a,Backspace,,,1611774874933,task1.py
e,,*,339,1611774874940,task1.py
a,Backspace,,,1611774875121,task1.py
e,,*,338,1611774875127,task1.py
a,Right,,,1611774876186,task1.py
e,*,,339,1611774878188,task1.py
k,*,,340,1611774878189,task1.py
e,*,,340,1611774878331,task1.py
k,*,,341,1611774878332,task1.py
e,m,,341,1611774881549,task1.py
k,m,,342,1611774881549,task1.py
e,o,,342,1611774881733,task1.py
k,o,,343,1611774881739,task1.py
e,n,,343,1611774881830,task1.py
k,n,,344,1611774881836,task1.py
e,t,,344,1611774881919,task1.py
k,t,,345,1611774881925,task1.py
e,h,,345,1611774882014,task1.py
k,h,,346,1611774882018,task1.py
e,s,,346,1611774882106,task1.py
k,s,,347,1611774882112,task1.py
a,Right,,,1611774888040,task1.py
e,-,,348,1611774889266,task1.py
k,-,,349,1611774889266,task1.py
e,1,,349,1611774890451,task1.py
k,1,,350,1611774890452,task1.py
a,Left,,,1611774895571,task1.py
a,Left,,,1611774896098,task1.py
a,Left,,,1611774896127,task1.py
a,Left,,,1611774896158,task1.py
a,Left,,,1611774896188,task1.py
a,Left,,,1611774896219,task1.py
a,Left,,,1611774896250,task1.py
a,Left,,,1611774896289,task1.py
a,Left,,,1611774896290,task1.py
a,Left,,,1611774896323,task1.py
a,Left,,,1611774896352,task1.py
a,Left,,,1611774896382,task1.py
a,Left,,,1611774896412,task1.py
a,Left,,,1611774896442,task1.py
a,Left,,,1611774896473,task1.py
a,Left,,,1611774896508,task1.py
a,Left,,,1611774896536,task1.py
a,Left,,,1611774896537,task1.py
a,Left,,,1611774896566,task1.py
a,Left,,,1611774896596,task1.py
a,Left,,,1611774896627,task1.py
a,Left,,,1611774896658,task1.py
a,Left,,,1611774896688,task1.py
a,Left,,,1611774896719,task1.py
a,Left,,,1611774896748,task1.py
a,Left,,,1611774896779,task1.py
a,Left,,,1611774896837,task1.py
a,Left,,,1611774896861,task1.py
a,Left,,,1611774897646,task1.py
e,(,,325,1611774898525,task1.py
k,(,,324,1611774898526,task1.py
a,Right,,,1611774898815,task1.py
a,Right,,,1611774899346,task1.py
a,Right,,,1611774899347,task1.py
a,Right,,,1611774899377,task1.py
a,Right,,,1611774899407,task1.py
a,Right,,,1611774899448,task1.py
a,Right,,,1611774899478,task1.py
a,Right,,,1611774899508,task1.py
a,Right,,,1611774899538,task1.py
a,Right,,,1611774899570,task1.py
a,Right,,,1611774899602,task1.py
a,Right,,,1611774899633,task1.py
a,Right,,,1611774899664,task1.py
a,Right,,,1611774899696,task1.py
a,Right,,,1611774899727,task1.py
a,Right,,,1611774899758,task1.py
a,Right,,,1611774899788,task1.py
a,Right,,,1611774899819,task1.py
a,Right,,,1611774899850,task1.py
a,Right,,,1611774899851,task1.py
a,Right,,,1611774899880,task1.py
a,Right,,,1611774899911,task1.py
a,Right,,,1611774899954,task1.py
a,Right,,,1611774899997,task1.py
a,Right,,,1611774899998,task1.py
a,Right,,,1611774900028,task1.py
a,Right,,,1611774900058,task1.py
a,Right,,,1611774900254,task1.py
a,Right,,,1611774900485,task1.py
a,Right,,,1611774900662,task1.py
a,Right,,,1611774901058,task1.py
e,),,352,1611774901458,task1.py
k,),,353,1611774901458,task1.py
a,Left,,,1611774902556,task1.py
a,Right,,,1611774903404,task1.py
a,Left,,,1611774903868,task1.py
a,Right,,,1611774904156,task1.py
a,Left,,,1611774904384,task1.py
a,Right,,,1611774904731,task1.py
a,Right,,,1611774905731,task1.py
a,Right,,,1611774906145,task1.py
a,Left,,,1611774906712,task1.py
a,Left,,,1611774907031,task1.py
e,/,,352,1611774924308,task1.py
k,/,,353,1611774924309,task1.py
e,m,,353,1611774936206,task1.py
k,m,,354,1611774936206,task1.py
e,I,,354,1611774936665,task1.py
k,I,,355,1611774936671,task1.py
e,n,,355,1611774937123,task1.py
k,n,,356,1611774937129,task1.py
e,t,,356,1611774937297,task1.py
k,t,,357,1611774937302,task1.py
e,e,,357,1611774937429,task1.py
k,e,,358,1611774937434,task1.py
e,r,,358,1611774937540,task1.py
k,r,,359,1611774937544,task1.py
e,e,,359,1611774937676,task1.py
k,e,,360,1611774937679,task1.py
e,s,,360,1611774937739,task1.py
k,s,,361,1611774937742,task1.py
e,t,,361,1611774937856,task1.py
k,t,,362,1611774937869,task1.py
a,Move Caret,,,1611774940295,task1.py
a,Move Caret,,,1611774940810,task1.py
a,Right,,,1611774941892,task1.py
e, ,,363,1611774942876,task1.py
k, ,,364,1611774942877,task1.py
e,*,,364,1611774943609,task1.py
k,*,,365,1611774943609,task1.py
e, ,,365,1611774944064,task1.py
k, ,,366,1611774944065,task1.py
e,(,,366,1611774948569,task1.py
e,),,367,1611774948578,task1.py
k,(,,367,1611774948578,task1.py
e,1,,367,1611774948752,task1.py
k,1,,368,1611774948753,task1.py
e, ,,368,1611774949737,task1.py
k, ,,369,1611774949738,task1.py
e,+,,369,1611774950038,task1.py
k,+,,370,1611774950039,task1.py
e, ,,370,1611774950233,task1.py
k, ,,371,1611774950234,task1.py
e,m,,371,1611774951567,task1.py
k,m,,372,1611774951568,task1.py
e,I,,372,1611774952014,task1.py
k,I,,373,1611774952019,task1.py
e,n,,373,1611774952657,task1.py
k,n,,374,1611774952663,task1.py
e,t,,374,1611774952824,task1.py
k,t,,375,1611774952830,task1.py
e,e,,375,1611774953440,task1.py
k,e,,376,1611774953443,task1.py
e,r,,376,1611774953889,task1.py
k,r,,377,1611774953895,task1.py
a,Choose Lookup Item,,,1611774954252,task1.py
e,est,,377,1611774954267,task1.py
a,Move Caret,,,1611774957623,task1.py
a,Move Caret,,,1611774958618,task1.py
e, ,,290,1611774964706,task1.py
k, ,,291,1611774964707,task1.py
a,Right,,,1611774965569,task1.py
e, ,,314,1611774971417,task1.py
k, ,,315,1611774971418,task1.py
a,Left,,,1611774977035,task1.py
a,Backspace,,,1611774977429,task1.py
e,, ,383,1611774977439,task1.py
e,i,,196,1611774994263,task1.py
k,i,,197,1611774994264,task1.py
e,n,,197,1611774994336,task1.py
k,n,,198,1611774994342,task1.py
e,t,,198,1611774994376,task1.py
k,t,,199,1611774994382,task1.py
a,Backspace,,,1611774995069,task1.py
e,,t,198,1611774995075,task1.py
a,Backspace,,,1611774995254,task1.py
e,,n,197,1611774995260,task1.py
a,Backspace,,,1611774995394,task1.py
e,,i,196,1611774995401,task1.py
e,f,,196,1611774996159,task1.py
k,f,,197,1611774996159,task1.py
e,l,,197,1611774996211,task1.py
k,l,,198,1611774996217,task1.py
e,o,,198,1611774996361,task1.py
k,o,,199,1611774996365,task1.py
e,a,,199,1611774996427,task1.py
k,a,,200,1611774996430,task1.py
e,t,,200,1611774996492,task1.py
k,t,,201,1611774996498,task1.py
e,(,,201,1611774997186,task1.py
k,(,,202,1611774997187,task1.py
a,Right,,,1611774997885,task1.py
a,Right,,,1611774998416,task1.py
a,Right,,,1611774998449,task1.py
a,Right,,,1611774998476,task1.py
a,Right,,,1611774998507,task1.py
a,Right,,,1611774998537,task1.py
a,Right,,,1611774998567,task1.py
a,Right,,,1611774998597,task1.py
a,Right,,,1611774998627,task1.py
a,Right,,,1611774998628,task1.py
a,Right,,,1611774998659,task1.py
a,Right,,,1611774998689,task1.py
a,Right,,,1611774998719,task1.py
a,Right,,,1611774998749,task1.py
a,Right,,,1611774998779,task1.py
a,Right,,,1611774998812,task1.py
a,Left,,,1611774999158,task1.py
a,Left,,,1611774999371,task1.py
a,Left,,,1611774999671,task1.py
a,Left,,,1611774999976,task1.py
a,Left,,,1611774999977,task1.py
e,),,213,1611775000895,task1.py
k,),,214,1611775000896,task1.py
e,i,,265,1611775003839,task1.py
k,i,,266,1611775003840,task1.py
e,n,,266,1611775003913,task1.py
k,n,,267,1611775003919,task1.py
e,t,,267,1611775003958,task1.py
k,t,,268,1611775003964,task1.py
e,(,,268,1611775004735,task1.py
k,(,,269,1611775004736,task1.py
a,Right,,,1611775005535,task1.py
a,Right,,,1611775006065,task1.py
a,Right,,,1611775006095,task1.py
a,Right,,,1611775006125,task1.py
a,Right,,,1611775006174,task1.py
a,Right,,,1611775006201,task1.py
a,Right,,,1611775006230,task1.py
a,Right,,,1611775006259,task1.py
e,),,277,1611775007052,task1.py
k,),,278,1611775007052,task1.py
a,Enter,,,1611775015984,task1.py
e,"
",,396,1611775015995,task1.py
e,p,,397,1611775016604,task1.py
k,p,,398,1611775016604,task1.py
e,r,,398,1611775016695,task1.py
k,r,,399,1611775016701,task1.py
e,i,,399,1611775016756,task1.py
k,i,,400,1611775016761,task1.py
e,n,,400,1611775016806,task1.py
k,n,,401,1611775016810,task1.py
e,t,,401,1611775016927,task1.py
k,t,,402,1611775016932,task1.py
e,(,,402,1611775017587,task1.py
e,),,403,1611775017597,task1.py
k,(,,403,1611775017598,task1.py
e,f,,403,1611775017891,task1.py
k,f,,404,1611775017892,task1.py
e,V,,404,1611775019295,task1.py
k,V,,405,1611775019301,task1.py
e,a,,405,1611775019460,task1.py
k,a,,406,1611775019464,task1.py
e,l,,406,1611775019555,task1.py
k,l,,407,1611775019559,task1.py
e,u,,407,1611775019746,task1.py
k,u,,408,1611775019749,task1.py
e,e,,408,1611775019797,task1.py
k,e,,409,1611775019803,task1.py
a,Right,,,1611775021444,task1.py
a,Enter,,,1611775021836,task1.py
e,"
",,410,1611775021846,task1.py
a,Backspace,,,1611775077214,task1.py
e,,t,65,1611775077226,task1.py
a,Backspace,,,1611775077508,task1.py
e,,u,64,1611775077519,task1.py
a,Backspace,,,1611775077657,task1.py
e,,p,63,1611775077666,task1.py
a,Backspace,,,1611775077810,task1.py
e,,n,62,1611775077822,task1.py
a,Backspace,,,1611775077967,task1.py
e,,i,61,1611775077976,task1.py
e,i,,61,1611775078474,task1.py
k,i,,62,1611775078474,task1.py
e,n,,62,1611775078561,task1.py
k,n,,63,1611775078567,task1.py
e,t,,63,1611775078604,task1.py
k,t,,64,1611775078610,task1.py
a,Right,,,1611775079871,task1.py
a,Right,,,1611775080042,task1.py
a,Right,,,1611775080472,task1.py
a,Backspace,,,1611775081029,task1.py
e,,t,67,1611775081039,task1.py
a,Backspace,,,1611775081287,task1.py
e,,n,66,1611775081298,task1.py
a,Backspace,,,1611775081534,task1.py
e,,i,65,1611775081545,task1.py
e,i,,65,1611775082096,task1.py
k,i,,66,1611775082097,task1.py
e,n,,66,1611775082167,task1.py
k,n,,67,1611775082173,task1.py
e,p,,67,1611775082358,task1.py
k,p,,68,1611775082364,task1.py
e,u,,68,1611775082464,task1.py
k,u,,69,1611775082468,task1.py
e,t,,69,1611775082539,task1.py
k,t,,70,1611775082544,task1.py
a,Backspace,,,1611775086635,task1.py
e,,input(int,106,1611775086647,task1.py
e,i,,106,1611775087244,task1.py
k,i,,107,1611775087245,task1.py
e,n,,107,1611775087330,task1.py
k,n,,108,1611775087338,task1.py
e,t,,108,1611775087358,task1.py
k,t,,109,1611775087364,task1.py
e,(,,110,1611775089088,task1.py
k,(,,110,1611775089089,task1.py
e,i,,110,1611775089422,task1.py
k,i,,111,1611775089423,task1.py
e,n,,111,1611775089460,task1.py
k,n,,112,1611775089461,task1.py
e,p,,112,1611775089621,task1.py
k,p,,113,1611775089627,task1.py
e,u,,113,1611775089769,task1.py
k,u,,114,1611775089773,task1.py
e,i,,114,1611775089786,task1.py
k,i,,115,1611775089793,task1.py
e,t,,115,1611775089826,task1.py
k,t,,116,1611775089826,task1.py
a,Backspace,,,1611775090339,task1.py
e,,t,115,1611775090347,task1.py
e,t,,115,1611775090590,task1.py
k,t,,116,1611775090590,task1.py
a,Backspace,,,1611775090894,task1.py
e,,t,115,1611775090900,task1.py
a,Backspace,,,1611775091003,task1.py
e,,i,114,1611775091008,task1.py
e,t,,114,1611775091098,task1.py
k,t,,115,1611775091098,task1.py
e,),,115,1611775091828,task1.py
k,),,116,1611775091828,task1.py
a,Backspace,,,1611775092283,task1.py
e,,),115,1611775092290,task1.py
a,Backspace,,,1611775094917,task1.py
e,,t,153,1611775094926,task1.py
a,Backspace,,,1611775095127,task1.py
e,,u,152,1611775095136,task1.py
a,Backspace,,,1611775095284,task1.py
e,,p,151,1611775095294,task1.py
a,Backspace,,,1611775095458,task1.py
e,,n,150,1611775095468,task1.py
a,Backspace,,,1611775096657,task1.py
e,,i,149,1611775096666,task1.py
e,f,,149,1611775097601,task1.py
k,f,,150,1611775097602,task1.py
e,l,,150,1611775097661,task1.py
k,l,,151,1611775097668,task1.py
e,o,,151,1611775097827,task1.py
k,o,,152,1611775097831,task1.py
e,a,,152,1611775097897,task1.py
k,a,,153,1611775097900,task1.py
e,t,,153,1611775097983,task1.py
k,t,,154,1611775097989,task1.py
a,Right,,,1611775098473,task1.py
a,Right,,,1611775098628,task1.py
a,Right,,,1611775098793,task1.py
a,Right,,,1611775098905,task1.py
a,Right,,,1611775099084,task1.py
a,Right,,,1611775099290,task1.py
a,Backspace,,,1611775099863,task1.py
e,,t,159,1611775099874,task1.py
a,Backspace,,,1611775100001,task1.py
e,,a,158,1611775100010,task1.py
a,Backspace,,,1611775100153,task1.py
e,,o,157,1611775100163,task1.py
a,Backspace,,,1611775100313,task1.py
e,,l,156,1611775100323,task1.py
